Accession,Release_Date,Length,Geo_Location,USA,Isolation_Source,Collection_Date
MT641563,2020-06-19T00:00:00Z,29868,"USA: Washington,Pierce County",WA,,2020-04-14
MT641564,2020-06-19T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-07
MT641565,2020-06-19T00:00:00Z,29848,"USA: Washington,Snohomish County",WA,,2020-04-13
MT641566,2020-06-19T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-04-13
MT641567,2020-06-19T00:00:00Z,29868,"USA: Washington,Snohomish County",WA,,2020-04-16
MT641568,2020-06-19T00:00:00Z,29859,"USA: Washington,Asotin County",WA,,2020-04-11
MT641569,2020-06-19T00:00:00Z,29858,"USA: Washington,Jefferson County",WA,,2020-04-08
MT641570,2020-06-19T00:00:00Z,29868,"USA: Washington,King County",WA,,2020-04-16
MT641571,2020-06-19T00:00:00Z,29857,"USA: Washington,King County",WA,,2020-04-09
MT641572,2020-06-19T00:00:00Z,29868,"USA: Washington,King County",WA,,2020-04-08
MT641573,2020-06-19T00:00:00Z,29864,"USA: Washington,King County",WA,,2020-04-14
MT641574,2020-06-19T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-04-13
MT641575,2020-06-19T00:00:00Z,29859,"USA: Washington,King County",WA,,2020-04-14
MT641576,2020-06-19T00:00:00Z,29868,"USA: Washington,Pierce County",WA,,2020-04-14
MT641577,2020-06-19T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-04-12
MT641578,2020-06-19T00:00:00Z,29862,"USA: Washington,Adams County",WA,,2020-04-07
MT641579,2020-06-19T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-04-13
MT641580,2020-06-19T00:00:00Z,29857,"USA: Washington,King County",WA,,2020-04-11
MT641581,2020-06-19T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-08
MT641582,2020-06-19T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-04-15
MT641583,2020-06-19T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-04-13
MT641584,2020-06-19T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-16
MT641585,2020-06-19T00:00:00Z,29867,"USA: Washington,Snohomish County",WA,,2020-04-16
MT641586,2020-06-19T00:00:00Z,29864,"USA: Washington,Yakima County",WA,,2020-04-12
MT641587,2020-06-19T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-16
MT641588,2020-06-19T00:00:00Z,29857,"USA: Washington,Whatcom County",WA,,2020-04-11
MT641589,2020-06-19T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-04-14
MT641590,2020-06-19T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-08
MT641591,2020-06-19T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-04-08
MT641592,2020-06-19T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-04-11
MT641593,2020-06-19T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-04-08
MT641594,2020-06-19T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-14
MT641595,2020-06-19T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-04-16
MT641596,2020-06-19T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-04-16
MT641597,2020-06-19T00:00:00Z,29855,"USA: Washington,Snohomish County",WA,,2020-04-13
MT641598,2020-06-19T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-04-16
MT641599,2020-06-19T00:00:00Z,29864,"USA: Washington,Pierce County",WA,,2020-04-10
MT641600,2020-06-19T00:00:00Z,29856,"USA: Washington,Pierce County",WA,,2020-04-11
MT641601,2020-06-19T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-14
MT641602,2020-06-19T00:00:00Z,29869,"USA: Washington,King County",WA,,2020-04-14
MT641603,2020-06-19T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-04-12
MT641604,2020-06-19T00:00:00Z,29859,"USA: Washington,Pierce County",WA,,2020-04-10
MT641605,2020-06-19T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-04-15
MT641606,2020-06-19T00:00:00Z,29867,"USA: Washington,Pierce County",WA,,2020-04-16
MT641607,2020-06-19T00:00:00Z,29857,"USA: Washington,King County",WA,,2020-04-10
MT641608,2020-06-19T00:00:00Z,29859,"USA: Washington,King County",WA,,2020-04-07
MT641609,2020-06-19T00:00:00Z,29849,"USA: Washington,Snohomish County",WA,,2020-04-09
MT641610,2020-06-19T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-04-16
MT641611,2020-06-19T00:00:00Z,29868,"USA: Washington,King County",WA,,2020-04-14
MT641612,2020-06-19T00:00:00Z,29868,"USA: Washington,Snohomish County",WA,,2020-04-14
MT641613,2020-06-19T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-15
MT641614,2020-06-19T00:00:00Z,29868,"USA: Washington,King County",WA,,2020-04-14
MT641615,2020-06-19T00:00:00Z,29868,"USA: Washington,King County",WA,,2020-04-14
MT641616,2020-06-19T00:00:00Z,29829,"USA: Washington,King County",WA,,2020-04-09
MT641617,2020-06-19T00:00:00Z,29863,"USA: Washington,King County",WA,,2020-04-09
MT641618,2020-06-19T00:00:00Z,29863,"USA: Washington,King County",WA,,2020-04-14
MT641619,2020-06-19T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-15
MT641620,2020-06-19T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-04-08
MT641621,2020-06-19T00:00:00Z,29867,"USA: Washington,King County",WA,,2020-04-14
MT641622,2020-06-19T00:00:00Z,29867,"USA: Washington,King County",WA,,2020-04-14
MT641623,2020-06-19T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-09
MT641624,2020-06-19T00:00:00Z,29860,"USA: Washington,King County",WA,,2020-04-07
MT641625,2020-06-19T00:00:00Z,29857,"USA: Washington,King County",WA,,2020-04-09
MT641626,2020-06-19T00:00:00Z,29859,"USA: Washington,King County",WA,,2020-04-14
MT641627,2020-06-19T00:00:00Z,29863,"USA: Washington,King County",WA,,2020-04-07
MT641628,2020-06-19T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-04-11
MT641629,2020-06-19T00:00:00Z,29857,"USA: Washington,King County",WA,,2020-04-07
MT641630,2020-06-19T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-04-14
MT641631,2020-06-19T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-09
MT641632,2020-06-19T00:00:00Z,29857,"USA: Washington,King County",WA,,2020-04-07
MT641633,2020-06-19T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-04-15
MT641634,2020-06-19T00:00:00Z,29858,"USA: Washington,Benton County",WA,,2020-04-10
MT641635,2020-06-19T00:00:00Z,29858,"USA: Washington,King County",WA,,2020-04-14
MT641636,2020-06-19T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-04-11
MT641637,2020-06-19T00:00:00Z,29831,"USA: Washington,King County",WA,,2020-04-14
MT641638,2020-06-19T00:00:00Z,29836,"USA: Washington,King County",WA,,2020-04-14
MT641639,2020-06-19T00:00:00Z,29868,"USA: Washington,Snohomish County",WA,,2020-04-17
MT641640,2020-06-19T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-04-17
MT641641,2020-06-19T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-04-14
MT641642,2020-06-19T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-04-08
MT641643,2020-06-19T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-04-13
MT641644,2020-06-19T00:00:00Z,29868,"USA: Washington,Snohomish County",WA,,2020-04-17
MT642066,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-03
MT642067,2020-06-19T00:00:00Z,29854,"USA: Washington, King County",WA,,2020-04-24
MT642068,2020-06-19T00:00:00Z,29843,"USA: Washington, Snohomish County",WA,,2020-04-16
MT642069,2020-06-19T00:00:00Z,29840,"USA: Washington, Yakima County",WA,,2020-05-04
MT642070,2020-06-19T00:00:00Z,29774,"USA: Washington, Yakima County",WA,,2020-05-06
MT642071,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-01
MT642072,2020-06-19T00:00:00Z,29863,"USA: Washington, Snohomish County",WA,,2020-04-30
MT642073,2020-06-19T00:00:00Z,29875,"USA: Washington, Snohomish County",WA,,2020-04-18
MT642074,2020-06-19T00:00:00Z,29836,"USA: Washington, King County",WA,,2020-04-24
MT642075,2020-06-19T00:00:00Z,29846,"USA: Washington, King County",WA,,2020-04-28
MT642076,2020-06-19T00:00:00Z,29855,"USA: Washington, King County",WA,,2020-04-24
MT642077,2020-06-19T00:00:00Z,29574,"USA: Washington, King County",WA,,2020-04-27
MT642078,2020-06-19T00:00:00Z,29868,"USA: Washington, Snohomish County",WA,,2020-04-26
MT642079,2020-06-19T00:00:00Z,29857,"USA: Washington, King County",WA,,2020-04-24
MT642080,2020-06-19T00:00:00Z,29875,"USA: Washington, Yakima County",WA,,2020-05-03
MT642081,2020-06-19T00:00:00Z,29858,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642082,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642083,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642084,2020-06-19T00:00:00Z,29810,"USA: Washington, Skagit County",WA,,2020-05-06
MT642085,2020-06-19T00:00:00Z,29869,"USA: Washington, Pierce County",WA,,2020-04-29
MT642086,2020-06-19T00:00:00Z,29868,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642087,2020-06-19T00:00:00Z,29869,"USA: Washington, Snohomish County",WA,,2020-04-30
MT642088,2020-06-19T00:00:00Z,29841,"USA: Washington, Yakima County",WA,,2020-04-26
MT642089,2020-06-19T00:00:00Z,29853,"USA: Washington, King County",WA,,2020-04-24
MT642090,2020-06-19T00:00:00Z,29774,"USA: Washington, Snohomish County",WA,,2020-05-05
MT642091,2020-06-19T00:00:00Z,29863,"USA: Washington, Yakima County",WA,,2020-04-29
MT642092,2020-06-19T00:00:00Z,29868,"USA: Washington, Pierce County",WA,,2020-04-29
MT642093,2020-06-19T00:00:00Z,29874,"USA: Washington, Yakima County",WA,,2020-04-29
MT642094,2020-06-19T00:00:00Z,29852,"USA: Washington, Yakima County",WA,,2020-05-05
MT642095,2020-06-19T00:00:00Z,29875,"USA: Washington, Yakima County",WA,,2020-05-04
MT642096,2020-06-19T00:00:00Z,29864,"USA: Washington, Yakima County",WA,,2020-05-04
MT642097,2020-06-19T00:00:00Z,29873,"USA: Washington, Yakima County",WA,,2020-05-03
MT642098,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-03
MT642099,2020-06-19T00:00:00Z,29846,"USA: Washington, Yakima County",WA,,2020-05-05
MT642100,2020-06-19T00:00:00Z,29865,"USA: Washington, Yakima County",WA,,2020-05-04
MT642101,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-05
MT642102,2020-06-19T00:00:00Z,29868,"USA: Washington, Pierce County",WA,,2020-04-23
MT642103,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-06
MT642104,2020-06-19T00:00:00Z,29868,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642105,2020-06-19T00:00:00Z,29879,"USA: Washington, Snohomish County",WA,,2020-04-28
MT642106,2020-06-19T00:00:00Z,29873,"USA: Washington, Yakima County",WA,,2020-05-04
MT642107,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-04-30
MT642108,2020-06-19T00:00:00Z,29733,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642109,2020-06-19T00:00:00Z,29851,"USA: Washington, Snohomish County",WA,,2020-04-28
MT642110,2020-06-19T00:00:00Z,29005,"USA: Washington, King County",WA,,2020-04-24
MT642111,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-04-24
MT642112,2020-06-19T00:00:00Z,29867,"USA: Washington, Snohomish County",WA,,2020-05-05
MT642113,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642114,2020-06-19T00:00:00Z,29860,"USA: Washington, Snohomish County",WA,,2020-05-05
MT642115,2020-06-19T00:00:00Z,29854,"USA: Washington, Snohomish County",WA,,2020-04-30
MT642116,2020-06-19T00:00:00Z,29869,"USA: Washington, King County",WA,,2020-04-27
MT642117,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-07
MT642118,2020-06-19T00:00:00Z,29869,"USA: Washington, King County",WA,,2020-05-05
MT642119,2020-06-19T00:00:00Z,29862,"USA: Washington, Yakima County",WA,,2020-05-04
MT642120,2020-06-19T00:00:00Z,29867,"USA: Washington, Snohomish County",WA,,2020-04-24
MT642121,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-30
MT642122,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-04-29
MT642123,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-03
MT642124,2020-06-19T00:00:00Z,29857,"USA: Washington, Snohomish County",WA,,2020-04-30
MT642125,2020-06-19T00:00:00Z,29863,"USA: Washington, Yakima County",WA,,2020-04-30
MT642126,2020-06-19T00:00:00Z,29856,"USA: Washington, Yakima County",WA,,2020-05-01
MT642127,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-03
MT642128,2020-06-19T00:00:00Z,29877,"USA: Washington, Yakima County",WA,,2020-05-04
MT642129,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-29
MT642130,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-01
MT642131,2020-06-19T00:00:00Z,29876,"USA: Washington, Yakima County",WA,,2020-05-05
MT642132,2020-06-19T00:00:00Z,29871,"USA: Washington, Pierce County",WA,,2020-05-04
MT642133,2020-06-19T00:00:00Z,29857,"USA: Washington, Snohomish County",WA,,2020-04-30
MT642134,2020-06-19T00:00:00Z,29855,"USA: Washington, Yakima County",WA,,2020-05-07
MT642135,2020-06-19T00:00:00Z,29843,"USA: Washington, Yakima County",WA,,2020-05-05
MT642136,2020-06-19T00:00:00Z,29857,"USA: Washington, Pierce County",WA,,2020-04-29
MT642137,2020-06-19T00:00:00Z,29857,"USA: Washington, Snohomish County",WA,,2020-04-29
MT642138,2020-06-19T00:00:00Z,29868,"USA: Washington, Snohomish County",WA,,2020-04-27
MT642139,2020-06-19T00:00:00Z,29876,"USA: Washington, Yakima County",WA,,2020-05-01
MT642140,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-07
MT642141,2020-06-19T00:00:00Z,29863,"USA: Washington, Yakima County",WA,,2020-05-04
MT642142,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-04-26
MT642143,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-04-23
MT642144,2020-06-19T00:00:00Z,29868,"USA: Washington, Snohomish County",WA,,2020-04-27
MT642145,2020-06-19T00:00:00Z,29856,"USA: Washington, Yakima County",WA,,2020-05-04
MT642146,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-04
MT642147,2020-06-19T00:00:00Z,29846,"USA: Washington, Pierce County",WA,,2020-04-29
MT642148,2020-06-19T00:00:00Z,29868,"USA: Washington, Pierce County",WA,,2020-04-24
MT642149,2020-06-19T00:00:00Z,29870,"USA: Washington, Yakima County",WA,,2020-05-01
MT642150,2020-06-19T00:00:00Z,29871,"USA: Washington, Yakima County",WA,,2020-04-29
MT642151,2020-06-19T00:00:00Z,29864,"USA: Washington, Pierce County",WA,,2020-04-29
MT642152,2020-06-19T00:00:00Z,29873,"USA: Washington, Yakima County",WA,,2020-04-23
MT642153,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-04
MT642154,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-04-30
MT642155,2020-06-19T00:00:00Z,29858,"USA: Washington, Pierce County",WA,,2020-05-04
MT642156,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-04
MT642157,2020-06-19T00:00:00Z,29856,"USA: Washington, Yakima County",WA,,2020-05-06
MT642158,2020-06-19T00:00:00Z,29859,"USA: Washington, Yakima County",WA,,2020-04-27
MT642159,2020-06-19T00:00:00Z,29847,"USA: Washington, Yakima County",WA,,2020-05-06
MT642160,2020-06-19T00:00:00Z,29860,"USA: Washington, Yakima County",WA,,2020-04-30
MT642161,2020-06-19T00:00:00Z,29873,"USA: Washington, Yakima County",WA,,2020-04-21
MT642162,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642163,2020-06-19T00:00:00Z,29869,"USA: Washington, King County",WA,,2020-04-24
MT642164,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-06
MT642165,2020-06-19T00:00:00Z,29869,"USA: Washington, Yakima County",WA,,2020-04-27
MT642166,2020-06-19T00:00:00Z,29863,"USA: Washington, Yakima County",WA,,2020-05-05
MT642167,2020-06-19T00:00:00Z,29877,"USA: Washington, Skagit County",WA,,2020-05-04
MT642168,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-06
MT642169,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-27
MT642170,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-05-04
MT642171,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642172,2020-06-19T00:00:00Z,29861,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642173,2020-06-19T00:00:00Z,29840,"USA: Washington, Yakima County",WA,,2020-05-05
MT642174,2020-06-19T00:00:00Z,29864,"USA: Washington, Yakima County",WA,,2020-05-03
MT642175,2020-06-19T00:00:00Z,29860,"USA: Washington, Yakima County",WA,,2020-05-01
MT642176,2020-06-19T00:00:00Z,29864,"USA: Washington, Yakima County",WA,,2020-05-03
MT642177,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-05-01
MT642178,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-01
MT642179,2020-06-19T00:00:00Z,29863,"USA: Washington, Yakima County",WA,,2020-04-28
MT642180,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-06
MT642181,2020-06-19T00:00:00Z,29869,"USA: Washington, Yakima County",WA,,2020-04-29
MT642182,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642183,2020-06-19T00:00:00Z,29855,"USA: Washington, Yakima County",WA,,2020-05-07
MT642184,2020-06-19T00:00:00Z,29869,"USA: Washington, Snohomish County",WA,,2020-04-27
MT642185,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-04-25
MT642186,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-03
MT642187,2020-06-19T00:00:00Z,29858,"USA: Washington, Yakima County",WA,,2020-04-28
MT642188,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-29
MT642189,2020-06-19T00:00:00Z,29853,"USA: Washington, Yakima County",WA,,2020-04-23
MT642190,2020-06-19T00:00:00Z,29863,"USA: Washington, Yakima County",WA,,2020-04-30
MT642191,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642192,2020-06-19T00:00:00Z,29859,"USA: Washington, Yakima County",WA,,2020-05-05
MT642193,2020-06-19T00:00:00Z,29858,"USA: Washington, Pierce County",WA,,2020-04-29
MT642194,2020-06-19T00:00:00Z,29857,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642195,2020-06-19T00:00:00Z,29871,"USA: Washington, Yakima County",WA,,2020-04-28
MT642196,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-05-05
MT642197,2020-06-19T00:00:00Z,29863,"USA: Washington, Pierce County",WA,,2020-04-29
MT642198,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-29
MT642199,2020-06-19T00:00:00Z,29856,"USA: Washington, Yakima County",WA,,2020-04-29
MT642200,2020-06-19T00:00:00Z,29870,"USA: Washington, Yakima County",WA,,2020-05-01
MT642201,2020-06-19T00:00:00Z,29863,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642202,2020-06-19T00:00:00Z,29860,"USA: Washington, Yakima County",WA,,2020-04-30
MT642203,2020-06-19T00:00:00Z,29863,"USA: Washington, Yakima County",WA,,2020-04-23
MT642204,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-04-30
MT642205,2020-06-19T00:00:00Z,29870,"USA: Washington, Skagit County",WA,,2020-05-04
MT642206,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-04-27
MT642207,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-04-30
MT642208,2020-06-19T00:00:00Z,29617,"USA: Washington, Snohomish County",WA,,2020-04-27
MT642209,2020-06-19T00:00:00Z,29850,"USA: Washington, Yakima County",WA,,2020-05-06
MT642210,2020-06-19T00:00:00Z,29866,"USA: Washington, Pierce County",WA,,2020-04-29
MT642211,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-05
MT642212,2020-06-19T00:00:00Z,29855,"USA: Washington, Yakima County",WA,,2020-04-23
MT642213,2020-06-19T00:00:00Z,29856,"USA: Washington, Yakima County",WA,,2020-05-07
MT642214,2020-06-19T00:00:00Z,29867,"USA: Washington, King County",WA,,2020-05-05
MT642215,2020-06-19T00:00:00Z,29860,"USA: Washington, Yakima County",WA,,2020-04-29
MT642216,2020-06-19T00:00:00Z,29859,"USA: Washington, Yakima County",WA,,2020-04-22
MT642217,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-25
MT642218,2020-06-19T00:00:00Z,29860,"USA: Washington, Yakima County",WA,,2020-04-30
MT642219,2020-06-19T00:00:00Z,29868,"USA: Washington, Pierce County",WA,,2020-05-04
MT642220,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-04-23
MT642221,2020-06-19T00:00:00Z,29846,"USA: Washington, Yakima County",WA,,2020-05-06
MT642222,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642223,2020-06-19T00:00:00Z,29849,"USA: Washington, King County",WA,,2020-04-25
MT642224,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-06
MT642225,2020-06-19T00:00:00Z,29847,"USA: Washington, Yakima County",WA,,2020-05-05
MT642226,2020-06-19T00:00:00Z,29857,"USA: Washington, Skagit County",WA,,2020-04-30
MT642227,2020-06-19T00:00:00Z,29856,"USA: Washington, Yakima County",WA,,2020-05-07
MT642228,2020-06-19T00:00:00Z,29856,"USA: Washington, Yakima County",WA,,2020-05-07
MT642230,2020-06-19T00:00:00Z,29868,"USA: Washington, Asotin County",WA,,2020-04-24
MT642231,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-02
MT642232,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-05
MT642233,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-30
MT642234,2020-06-19T00:00:00Z,29853,"USA: Washington, Yakima County",WA,,2020-05-06
MT642235,2020-06-19T00:00:00Z,29857,"USA: Washington, Pierce County",WA,,2020-04-22
MT642236,2020-06-19T00:00:00Z,29862,"USA: Washington, Snohomish County",WA,,2020-05-05
MT642237,2020-06-19T00:00:00Z,29849,"USA: Washington, Douglas County",WA,,2020-04-28
MT642238,2020-06-19T00:00:00Z,29869,"USA: Washington, Pierce County",WA,,2020-05-03
MT642239,2020-06-19T00:00:00Z,29846,"USA: Washington, Yakima County",WA,,2020-04-29
MT642240,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-23
MT642242,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-04-26
MT642243,2020-06-19T00:00:00Z,29857,"USA: Washington, Snohomish County",WA,,2020-04-24
MT642244,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-22
MT642245,2020-06-19T00:00:00Z,29833,"USA: Washington, Yakima County",WA,,2020-05-06
MT642246,2020-06-19T00:00:00Z,29863,"USA: Washington, Yakima County",WA,,2020-05-01
MT642247,2020-06-19T00:00:00Z,29868,"USA: Washington, Snohomish County",WA,,2020-04-24
MT642248,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642249,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-04-23
MT642250,2020-06-19T00:00:00Z,29873,"USA: Washington, Pierce County",WA,,2020-05-04
MT642251,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-06
MT642252,2020-06-19T00:00:00Z,29868,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642253,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-30
MT642255,2020-06-19T00:00:00Z,29860,"USA: Washington, Yakima County",WA,,2020-04-27
MT642256,2020-06-19T00:00:00Z,29853,"USA: Washington, Yakima County",WA,,2020-04-29
MT642257,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-23
MT642258,2020-06-19T00:00:00Z,29863,"USA: Washington, Snohomish County",WA,,2020-04-27
MT642259,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-05-01
MT642260,2020-06-19T00:00:00Z,29857,"USA: Washington, Snohomish County",WA,,2020-05-03
MT642261,2020-06-19T00:00:00Z,29855,"USA: Washington, Snohomish County",WA,,2020-04-24
MT642262,2020-06-19T00:00:00Z,29874,"USA: Washington, Yakima County",WA,,2020-04-29
MT642263,2020-06-19T00:00:00Z,29868,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642264,2020-06-19T00:00:00Z,29859,"USA: Washington, Yakima County",WA,,2020-05-03
MT642265,2020-06-19T00:00:00Z,29860,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642266,2020-06-19T00:00:00Z,29859,"USA: Washington, Yakima County",WA,,2020-04-27
MT642267,2020-06-19T00:00:00Z,29868,"USA: Washington, Pierce County",WA,,2020-05-04
MT642268,2020-06-19T00:00:00Z,29869,"USA: Washington, Snohomish County",WA,,2020-04-21
MT642269,2020-06-19T00:00:00Z,29858,"USA: Washington, Yakima County",WA,,2020-04-30
MT642270,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-04-28
MT642271,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-04-30
MT642272,2020-06-19T00:00:00Z,29860,"USA: Washington, Yakima County",WA,,2020-04-28
MT642273,2020-06-19T00:00:00Z,29857,"USA: Washington, Yakima County",WA,,2020-05-03
MT642274,2020-06-19T00:00:00Z,29844,"USA: Washington, Yakima County",WA,,2020-04-28
MT642275,2020-06-19T00:00:00Z,29871,"USA: Washington, King County",WA,,2020-04-29
MT642276,2020-06-19T00:00:00Z,29867,"USA: Washington, Yakima County",WA,,2020-05-01
MT642277,2020-06-19T00:00:00Z,29857,"USA: Washington, Snohomish County",WA,,2020-04-23
MT642278,2020-06-19T00:00:00Z,29868,"USA: Washington, Yakima County",WA,,2020-04-30
