Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/WA-UW-4499/2020	EPI_ISL_427269	3/31/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-4500/2020	EPI_ISL_427270	3/31/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-4546/2020	EPI_ISL_429598	3/31/2020	North America / USA / Washington	Human	Original					NSP12_E83stop results in 91.2% truncation of the protein sequence.	info	A.1	S
hCoV-19/USA/WA-UW-517/2020	EPI_ISL_430867	3/11/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-5177/2020	EPI_ISL_430868	4/1/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1	G
hCoV-19/USA/WA-UW-5178/2020	EPI_ISL_430869	4/1/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-518/2020	EPI_ISL_430870	3/11/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-5181/2020	EPI_ISL_430871	4/2/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1	GH
hCoV-19/USA/WA-UW-5182/2020	EPI_ISL_430872	4/2/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-5189/2020	EPI_ISL_430873	4/1/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-5190/2020	EPI_ISL_430874	4/1/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1.38	GH
hCoV-19/USA/WA-UW-524/2020	EPI_ISL_430877	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-525/2020	EPI_ISL_430878	3/11/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-530/2020	EPI_ISL_430880	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-542/2020	EPI_ISL_430883	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-543/2020	EPI_ISL_430884	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-546/2020	EPI_ISL_430885	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-555/2020	EPI_ISL_430887	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-558/2020	EPI_ISL_430888	3/13/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-572/2020	EPI_ISL_430889	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-586/2020	EPI_ISL_430891	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1.2	GH
hCoV-19/USA/WA-UW-596/2020	EPI_ISL_430892	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-600/2020	EPI_ISL_430893	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-602/2020	EPI_ISL_430894	3/12/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-604/2020	EPI_ISL_430895	3/13/2020	North America / USA / Washington	Human	Original			Illumina	unknown			A.1	S
hCoV-19/USA/WA-UW-5200/2020	EPI_ISL_430898	4/2/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1	GH
hCoV-19/USA/WA-UW-5203/2020	EPI_ISL_430899	4/1/2020	North America / USA / Washington	Human	Original			Illumina	unknown			B.1.21	GH
hCoV-19/USA/WA-S303/2020	EPI_ISL_434063	4/3/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S304/2020	EPI_ISL_434064	4/5/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S305/2020	EPI_ISL_434065	4/1/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S306/2020	EPI_ISL_434066	4/2/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S308/2020	EPI_ISL_434068	4/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S309/2020	EPI_ISL_434069	4/3/2020	North America / USA / Washington / Asotin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline	NSP3_E642stop results in 67.0% truncation of the protein sequence.	info	A.1	S
hCoV-19/USA/WA-S310/2020	EPI_ISL_434070	4/1/2020	North America / USA / Washington / Benton County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S311/2020	EPI_ISL_434071	4/4/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S312/2020	EPI_ISL_434072	4/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S313/2020	EPI_ISL_434073	4/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S314/2020	EPI_ISL_434074	4/3/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S315/2020	EPI_ISL_434075	4/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S316/2020	EPI_ISL_434076	4/1/2020	North America / USA / Washington / Franklin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S317/2020	EPI_ISL_434077	4/4/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S319/2020	EPI_ISL_434079	4/4/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S320/2020	EPI_ISL_434080	4/1/2020	North America / USA / Washington / Franklin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S321/2020	EPI_ISL_434081	3/30/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S322/2020	EPI_ISL_434082	3/31/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S323/2020	EPI_ISL_434083	4/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S324/2020	EPI_ISL_434084	4/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S325/2020	EPI_ISL_434085	4/3/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S326/2020	EPI_ISL_434086	4/1/2020	North America / USA / Washington / Adams County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S327/2020	EPI_ISL_434087	4/5/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S328/2020	EPI_ISL_434088	4/3/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S329/2020	EPI_ISL_434089	4/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S330/2020	EPI_ISL_434090	4/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S331/2020	EPI_ISL_434091	4/2/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S332/2020	EPI_ISL_434092	4/2/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S333/2020	EPI_ISL_434093	4/4/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S334/2020	EPI_ISL_434094	4/4/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S335/2020	EPI_ISL_434095	4/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S336/2020	EPI_ISL_434096	4/3/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S337/2020	EPI_ISL_434097	4/1/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S338/2020	EPI_ISL_434098	4/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S339/2020	EPI_ISL_434099	4/2/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S540/2020	EPI_ISL_434300	3/24/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S541/2020	EPI_ISL_434301	3/24/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S542/2020	EPI_ISL_434302	3/23/2020	North America / USA / Washington / Adams County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S543/2020	EPI_ISL_434303	3/24/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S545/2020	EPI_ISL_434305	3/31/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S546/2020	EPI_ISL_434306	3/23/2020	North America / USA / Washington / Adams County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S547/2020	EPI_ISL_434307	3/24/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S548/2020	EPI_ISL_434308	3/31/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S549/2020	EPI_ISL_434309	3/30/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.26	GH
hCoV-19/USA/WA-S550/2020	EPI_ISL_434310	3/24/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S551/2020	EPI_ISL_434311	3/24/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S553/2020	EPI_ISL_434313	3/31/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S554/2020	EPI_ISL_434314	3/31/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S555/2020	EPI_ISL_434315	3/30/2020	North America / USA / Washington / Adams County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S556/2020	EPI_ISL_434316	3/29/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S557/2020	EPI_ISL_434317	4/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S559/2020	EPI_ISL_434319	3/27/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S560/2020	EPI_ISL_434320	3/24/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S561/2020	EPI_ISL_434321	3/30/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S562/2020	EPI_ISL_434322	3/24/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S563/2020	EPI_ISL_434323	3/31/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S564/2020	EPI_ISL_434324	3/24/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S567/2020	EPI_ISL_434327	3/25/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S568/2020	EPI_ISL_434328	3/31/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S569/2020	EPI_ISL_434329	3/25/2020	North America / USA / Washington / Grant County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S570/2020	EPI_ISL_434330	3/24/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S571/2020	EPI_ISL_434331	3/30/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S572/2020	EPI_ISL_434332	3/26/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S574/2020	EPI_ISL_434334	3/31/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S575/2020	EPI_ISL_434335	3/31/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S576/2020	EPI_ISL_434336	3/29/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S577/2020	EPI_ISL_434337	3/28/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S578/2020	EPI_ISL_434338	3/30/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S579/2020	EPI_ISL_434339	3/24/2020	North America / USA / Washington / Kittitas County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S581/2020	EPI_ISL_434341	3/30/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S582/2020	EPI_ISL_434342	3/31/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S583/2020	EPI_ISL_434343	3/24/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S585/2020	EPI_ISL_434345	3/26/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S586/2020	EPI_ISL_434346	3/31/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S732/2020	EPI_ISL_449902	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S733/2020	EPI_ISL_449903	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S734/2020	EPI_ISL_449904	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S735/2020	EPI_ISL_449905	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S736/2020	EPI_ISL_449906	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S737/2020	EPI_ISL_449907	4/13/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S738/2020	EPI_ISL_449908	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S739/2020	EPI_ISL_449909	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S740/2020	EPI_ISL_449910	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S741/2020	EPI_ISL_449911	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S742/2020	EPI_ISL_449912	4/13/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S743/2020	EPI_ISL_449913	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S744/2020	EPI_ISL_449914	4/12/2020	North America / USA / Washington / Whatcom County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S745/2020	EPI_ISL_449915	4/13/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S747/2020	EPI_ISL_449917	4/13/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S748/2020	EPI_ISL_449918	4/13/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S749/2020	EPI_ISL_449919	4/12/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S750/2020	EPI_ISL_449920	4/13/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	O
hCoV-19/USA/WA-S751/2020	EPI_ISL_449921	4/11/2020	North America / USA / Washington / Asotin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.2	GH
hCoV-19/USA/WA-S752/2020	EPI_ISL_449922	4/13/2020	North America / USA / Washington / Asotin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.2	GH
hCoV-19/USA/WA-S753/2020	EPI_ISL_449923	4/13/2020	North America / USA / Washington / Asotin County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.2	GH
hCoV-19/USA/WA-S755/2020	EPI_ISL_449925	4/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S756/2020	EPI_ISL_449926	4/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S757/2020	EPI_ISL_449927	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S758/2020	EPI_ISL_449928	4/13/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S759/2020	EPI_ISL_449929	4/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S760/2020	EPI_ISL_449930	4/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S761/2020	EPI_ISL_449931	4/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S762/2020	EPI_ISL_449932	4/14/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S763/2020	EPI_ISL_449933	4/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S764/2020	EPI_ISL_449934	4/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S765/2020	EPI_ISL_449935	4/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S766/2020	EPI_ISL_449936	4/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S767/2020	EPI_ISL_449937	4/14/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S768/2020	EPI_ISL_449938	4/14/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S769/2020	EPI_ISL_449939	4/14/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S770/2020	EPI_ISL_449940	4/13/2020	North America / USA / Washington / Mason County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S771/2020	EPI_ISL_449941	4/13/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline	NS8_G8stop results in 94.2% truncation of the protein sequence.	info	B.4	O
hCoV-19/USA/WA-S773/2020	EPI_ISL_449943	4/14/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S774/2020	EPI_ISL_449944	4/14/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S775/2020	EPI_ISL_449945	4/14/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S798/2020	EPI_ISL_449968	4/16/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S799/2020	EPI_ISL_449969	4/16/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S800/2020	EPI_ISL_449970	4/16/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S801/2020	EPI_ISL_449971	4/16/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	G
hCoV-19/USA/WA-S802/2020	EPI_ISL_449972	4/16/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S803/2020	EPI_ISL_449973	4/16/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S804/2020	EPI_ISL_449974	4/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S805/2020	EPI_ISL_449975	4/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S807/2020	EPI_ISL_449977	4/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S808/2020	EPI_ISL_449978	4/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S820/2020	EPI_ISL_449990	4/15/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S821/2020	EPI_ISL_449991	4/16/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S822/2020	EPI_ISL_449992	4/16/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
